NORMALIZED_COLUMN_HEADER	DISPLAY_NAME	DESCRIPTIONS	DATATYPE	ATTRIBUTE_TYPE	PRIORITY	CATEGORY	VOCABULARY	COLOR	FLAG
RESPONSE_TO_TARGET_THERAPY	Response to Target Therapy	Did the patient respond to Target Therapy	STRING	PATIENT	1				
RET	RET	RET	STRING	SAMPLE	1				
RETROSPECTIVE_COLLECTION	Tissue Retrospective Collection Indicator	Text indicator for the time frame of tissue procurement, indicating that the tissue was obtained and stored prior to the initiation of the project.	STRING	PATIENT	1				
RETROSPECTIVE_OR_PROSPECTIVE	Retrospective or Prospective	Is the sample retrospective or prospective	STRING	SAMPLE	1				
RET_GERMLINE	RET Germline Mutation	RET Germline Mutation	STRING	SAMPLE	1				
RET_PTC_REARRANGEMENT_RESULT	Ret ptc rearrangement result	Ret ptc rearrangement genotyping outcome lab results text	STRING	SAMPLE	1				
RET_SOMATIC	RET Somatic Mutation	RET Somatic Mutation	STRING	SAMPLE	1				
REVIEWED_GLEASON	Reviewed gleason	Reviewed gleason	STRING	SAMPLE	1				
REVIEWED_GLEASON_CATEGORY	Reviewed Gleason Category	Reviewed Gleason category	STRING	SAMPLE	1				
REVIEWED_GLEASON_SUM	Reviewed Gleason Sum	Reviewed Gleason Sum	NUMBER	SAMPLE	1				
RFS_MONTHS	Relapse Free Status (Months)	Relapse Free Status (Months)	NUMBER	PATIENT	1				
RFS_STATUS	Relapse Free Status	Relapse Free Status	STRING	PATIENT	1				
RHABDOID	Rhabdoid	Rhabdoid	STRING	SAMPLE	1				
RHOA_MUTATION	RHOA Mutation	RHOA mutation is present.	STRING	SAMPLE	1				
RHOA_PROTEIN_CODING	RHOA Protein Coding	RHOA Protein Coding	NUMBER	PATIENT	1				
RICTOR_MUTATION_STATUS	RICTOR Mutation Status	RICTOR Mutation Status	STRING	SAMPLE	1				
RISK_CYTO	Risk (Cyto)	Risk (Cyto).	STRING	PATIENT	1				
RISK_GROUP	Risk Group	Risk group.	STRING	PATIENT	1				
RISK_MOLECULAR	Risk (Molecular)	Risk (Molecular).	STRING	PATIENT	1				
RISK_STRATIFICATION	Risk Stratification	Risk Stratification	STRING	PATIENT	1				
RMSE	RMSE	RMSE	NUMBER	SAMPLE	1				
RNASEQ_CLUSTER	RNA-SEQ Cluster	RNA-SEQ cluster.	STRING	SAMPLE	1				
RNASEQ_DATA	RNA-SEQ Data	RNA-SEQ data.	STRING	SAMPLE	1				
RNASEQ_PASSAGE	RNA Sequence Passage	RNA Sequence Passage	STRING	SAMPLE	1				
RNASEQ_SAMPLE_NUMBER	RNA Sequence Number	RNA Sequence Number	STRING	SAMPLE	1				
RNA_ID	RNA ID	RNA ID Used	STRING	SAMPLE	1				
RPA	RPA	Recursive Partitioning Analysis	STRING	PATIENT	1				
RPLND_PATH	RPLND Path	RPLND Path	STRING	SAMPLE	1				
RPPA	RPPA	RPPA	STRING	SAMPLE	1				
RPPA_CLUSTER	RPPA Cluster	RPPA Cluster.	STRING	SAMPLE	1				
RPPA_CLUSTERS_K3	RPPA CLUSTERS K3	RPPA CLUSTERS K3	STRING	SAMPLE	1				
RPPA_CLUSTERS_K4	RPPA CLUSTERS K4	RPPA CLUSTERS K4	STRING	SAMPLE	1				
RPPA_CLUSTER_EC	RPPA Cluster - EC	RPPA Cluster - EC	STRING	SAMPLE	1				
RPPA_CLUSTER_GEA	RPPA Cluster - GEA	RPPA Cluster - GEA	STRING	SAMPLE	1				
RPPA_CLUSTER_GEA_CIN	RPPA Cluster - GEA-CIN	RPPA Cluster - GEA-CIN	STRING	SAMPLE	1				
RPPA_CLUSTER_SCC	RPPA Cluster - SCC	RPPA Cluster - SCC	STRING	SAMPLE	1				
RPPA_DATA	RPPA Data	RPPA data.	STRING	SAMPLE	1				
RPS15_MUTATION	RPS15 Mutation	RPS15 Mutation is Present	STRING	SAMPLE	1				
RSITE	Rsite	Rsite	NUMBER	PATIENT	1				
RSITE1	Rsite1	Rsite1	NUMBER	PATIENT	1				
RT_MAX_DOSE_CGY	RT Max dose cgy	RT Max dose cgy	STRING	PATIENT	1				
RT_TX_REASON_NOT_COMPLETED	Radiation therapy not administered reason	Radiation therapy not administered reason	STRING	PATIENT	1				
RT_TX_REASON_NOT_COMPLETED_OTHER	Radiation therapy not administered specify	Radiation therapy not administered specify	STRING	PATIENT	1				
RT_TX_TOTAL_DOSE_TO_PELVIS	Rt pelvis administered total dose	Rt pelvis administered total dose	STRING	PATIENT	1				
RUN	Run	Run-IMPACT	NUMBER	SAMPLE	1				
RX	Rx	Rx	NUMBER	PATIENT	1				
RX_ADJ	Adj	Adjuvant chemotherapy	STRING	PATIENT	1				
RX_NEO_IH_CHEMO	Neoadj-IH	Neoadjuvant chemotherapy-intrahepatic	STRING	PATIENT	1				
RX_NEO_SYS_CHEMO	Neoadj-SYS	Neoadjuvant chemotherapy-systemic	STRING	PATIENT	1				
RX_RADS	Rad	Radiation therapy	STRING	PATIENT	1				
SALVAGE_CHEMO	Salvage Chemo	Salvage Chemo	STRING	PATIENT	1				
SALVAGE_CYSTECTOMY	Salvage Cystectomy	Salvage Cystectomy	STRING	PATIENT	1				
SALVAGE_HAIP	Salvage HAIP	Salvage HAIP	STRING	PATIENT	1				
SAMPLE_ACCESSION_NUMBER	Sample Accession Number	Sample Accession Number	STRING	SAMPLE	1				
SAMPLE_CATEGORY	Sample Category	Sample Category	STRING	SAMPLE	1				
SAMPLE_CLASS	Sample Class	The sample classification (i.e., tumor, cellline, xenograph).	STRING	SAMPLE	1				
SAMPLE_COLLECTION_METHOD	Sample Collection Method	Sample Collection Method	STRING	SAMPLE	1				
SAMPLE_COLLECTION_SOURCE	Sample Collection Source	Sample Collection Source	STRING	SAMPLE	1				
SAMPLE_COVERAGE	Sample coverage	Sample coverage	STRING	SAMPLE	1				
SAMPLE_DETAILED_SUBHISTOLOGIES	Sample Detailed Subhistologies	Sample Detailed Subhistologies	STRING	SAMPLE	1				
SAMPLE_DISPLAY_NAME	Sample Display Name	Sample Display Name	STRING	SAMPLE	1				
SAMPLE_ID	Sample Identifier	A unique sample identifier.	STRING	SAMPLE	1				
SAMPLE_ID_LEGACY	Former Sample Identifier	Deprecated sample identifier	STRING	SAMPLE	1				
SAMPLE_INITIAL_WEIGHT	Sample Initial Weight	Sample Initial Weight	NUMBER	SAMPLE	1				
SAMPLE_MAIN_HISTOLOGY	Sample Main Histology	Sample Main Histology	STRING	SAMPLE	1				
SAMPLE_METH_ID	Sample METH ID	Sample METH ID	STRING	SAMPLE	1				
SAMPLE_NAME	Sample name	Sample name	STRING	PATIENT	1				
SAMPLE_NOTES	Sample Notes	Notes for the respective Sample	STRING	SAMPLE	1				
SAMPLE_ORIGIN	Sample origin	Sample origin	STRING	SAMPLE	1				
SAMPLE_PRE_CHEMO	Sample procurred pre chemotherapy	Sample procurred pre chemotherapy	STRING	PATIENT	1				
SAMPLE_PRE_LUNG_THERAPY	Sample pre any Lung Therapy	Sample pre any Lung Therapy	STRING	SAMPLE	1				
SAMPLE_PRE_POST_IMMUNE	Sample procurred pre or post immnunotherapy	Sample procurred pre or post immnunotherapy	STRING	SAMPLE	1				
SAMPLE_RNA_ID	Sample RNA ID	Sample RNA ID	STRING	SAMPLE	1				
SAMPLE_SITE	Site of Sample	Sample Site	STRING	SAMPLE	1				
SAMPLE_SITE_SOURCE	Source of Sample Site	Source of Sample Site	STRING	SAMPLE	1				
SAMPLE_STATUS	Sample Status	Sample Status	STRING	SAMPLE	1				
SAMPLE_TESTED_CATEGORY	Sample Tested Category	Sample Tested Category	STRING	SAMPLE	1				
SAMPLE_TIMEPOINT	Sample Timepoint	Sample sequential timepoint (T1 = timepoint 1, T2 = timepoint 2, etc.)	STRING	SAMPLE	1				
SAMPLE_TIMEPOINT	Sample Timepoint	Sample sequential timepoint (T1 = timepoint 1, T2 = timepoint 2, etc.)	STRING	SAMPLE	1				
SAMPLE_TREATMENT	Sample Treatment	Sample Treatment	STRING	SAMPLE	1				
SAMPLE_TYPE	Sample Type	The type of sample (i.e., normal, primary, met, recurrence).	STRING	SAMPLE	9				
SAMPLE_TYPE_DETAIL	Sample Type Detail	Detailed Description of Sample Type	STRING	SAMPLE	1				
SAMPLE_TYPE_ID	Sample type id	Sample type id	STRING	PATIENT	1				
SAMPLE_TYPE_ID_NUMBER	Sample Type ID	Sample Type ID	STRING	SAMPLE	1				
SARCOMATOID_COMPONENT	Sarcomatoid Component	Sarcomatoid Component	STRING	SAMPLE	1				
SARCOMATOID_FEATURES	Sarcomatoid features	Presence of sarcomatoid features	STRING	PATIENT	1				
SARCOMATOID_PERCENT_OF_TUMOR	Sarcomatoid percent of tumor	Percent tumor sarcomatoid	STRING	PATIENT	1				
SATELLITES_DES	Satellite Lesions	Indicates if there are satellite lesions within 2cm of primary tumor	STRING	SAMPLE	1				
SCA_TYPE	SCA Type	Serous Cystadenomas (SCAs)	STRING	SAMPLE	1				
SCC	SCC	SCC	STRING	PATIENT	1				
SCCA_TUMOR_MARKER	Laboratory procedure tumor marker squamous cell carcinoma antigen result value	Laboratory procedure tumor marker squamous cell carcinoma antigen result value	STRING	PATIENT	1				
SCCSMG	SCC-SMG	SCC-SMG	STRING	PATIENT	1				
SCC_CLUSTER_ICLUSTER_AND_SMARCA4	SCC Cluster iCluster and SMARCA4	SCC Cluster iCluster and SMARCA4	STRING	SAMPLE	1				
SCENS	SCENS	SCENS.	STRING	PATIENT	1				
SCNA_ANALYSIS	SCNA Analysis	SCNA Analysis	STRING	SAMPLE	1				
SCNA_CLUSTER	SCNA Cluster	SCNA Cluster	STRING	SAMPLE	1				
SCNA_CLUSTER_EC	SCNA Cluster EC	SCNA Cluster EC	STRING	SAMPLE	1				
SCNA_CLUSTER_GEA	SCNA Cluster GEA	SCNA Cluster GEA	STRING	SAMPLE	1				
SCNA_CLUSTER_GEA_CIN	SCNA Cluster GEA CIN	SCNA Cluster GEA CIN	STRING	SAMPLE	1				
SCNA_CLUSTER_SCC	SCNA Cluster SCC	SCNA Cluster SCC	STRING	SAMPLE	1				
SCT_IN_FIRST_CR	SCT in First CR	SCT in first CR.	STRING	PATIENT	1				
SDHA	SDHA	SDHA	STRING	SAMPLE	1				
SDHAF2_SDH5	SDHAF2 SDH5	SDHAF2 SDH5	STRING	SAMPLE	1				
SDHB	SDHB	SDHB	STRING	SAMPLE	1				
SDHB_GERMLINE	SDHB Germline Mutation	SDHB Germline Mutation	STRING	SAMPLE	1				
SDHC	SDHC	SDHC	STRING	SAMPLE	1				
SDHD	SDHD	SDHD	STRING	SAMPLE	1				
SDHD_GERMLINE	SDHD Germline Mutation	SDHD Germline Mutation	STRING	SAMPLE	1				
SDH_STATUS	SDH Status	SDH Status	STRING	SAMPLE	1				
SECONDARY_ALTERATIONS	Secondary Alterations	Secondary Alterations	STRING	SAMPLE	1				
SECONDARY_HISTOLOGY	Histology Secondary	Histology Secondary	STRING	SAMPLE	1				
SECONDARY_PLATFORM	Secondary Platform	Secondary Platform	STRING	SAMPLE	1				
SECONDARY_RACE	Secondary Race	The second race recorded for the patient; this data element maps to the NAACCR v16 #161. For institutions not collecting race, submit a null in this category for all patients.	STRING	PATIENT	1				
SECONDARY_THERAPY	Secondary Line of Therapy	Secondary Line of Therapy	STRING	PATIENT	1				
SECOND_PRIMARY_CANCER	Second Primary Cancer	Refers to a new primary cancer in a person with a history of cancer	STRING	SAMPLE	1				
SEIZURE_HISTORY	Seizure History	Seizure history.	STRING	PATIENT	1				
SEMINAL_VESICLE_INVASION	Seminal Vesicle Invasion	Seminal vesicle invasion	STRING	PATIENT	1				
SENSORY_CHANGES	Sensory Changes	Sensory changes.	STRING	PATIENT	1				
SEQCAP_EZ_EXOME_VERSION	SEQCAP EZ EXOME VERSION	SEQCAP EZ EXOME VERSION	STRING	SAMPLE	1				
SEQUENCED	Sequenced	Sequenced.	STRING	SAMPLE	1				
SEQUENCED_SAMPLE	Was the sample sequenced?	Was the sample sequenced?	STRING	SAMPLE	1				
SEQUENCE_REPORT_DATE_INT_STATIC	Sequence Report Date Interval	Sequence Report Date Interval	NUMBER	SAMPLE	1				
SEQUENCING_TYPE	Sequencing Type	Sequencing Type	STRING	SAMPLE	1				
SEQUENOM	Sequenom	Sequenom	STRING	SAMPLE	1				
SEQUENOME_MUTATIONS_FUSIONS	Sequenome of mutations of fusions	Sequenome of mutations of fusions	STRING	SAMPLE	1				
SEQ_ASSAY_ID	Sequence Assay ID	Sequence Assay ID	STRING	SAMPLE	1				
SEQ_DATE	Sequence Date	Date sample was sequenced	STRING	SAMPLE	1				
SERUM_ALBUMIN_NORMAL_RANGE_LOWER	Laboratory procedure albumin result lower limit of normal value	Laboratory procedure albumin result lower limit of normal value	NUMBER	PATIENT	1				
SERUM_ALBUMIN_NORMAL_RANGE_UPPER	Laboratory procedure albumin result upper limit of normal value	Laboratory procedure albumin result upper limit of normal value	NUMBER	PATIENT	1				
SERUM_ALBUMIN_NORM_RANGE_LOWER	Laboratory procedure albumin result lower limit of normal value	Laboratory procedure albumin result lower limit of normal value	NUMBER	SAMPLE	1				
SERUM_ALBUMIN_NORM_RANGE_UPPER	Laboratory procedure albumin result upper limit of normal value	Laboratory procedure albumin result upper limit of normal value	NUMBER	SAMPLE	1				
SERUM_ALBUMIN_PRERESECTION	Laboratory procedure albumin result specified value	Laboratory procedure albumin result specified value	NUMBER	SAMPLE	1				
SERUM_ALPHA_FOETO_PROTEIN	Serum Alpha Foeto Protein (ng/ml)	Serum Alpha Foeto Protein (ng/ml)	STRING	PATIENT	1				
SERUM_CALCIUM_LEVEL	Serum calcium level	Serum calcium result	STRING	PATIENT	1				
SERUM_LACTATE_DEHYDROGENASE	Serum Lactate Dehydrogenase	LDH (normal <246)	NUMBER	SAMPLE	1				
SERUM_MARKERS	Serum markers	Serum markers	STRING	PATIENT	1				
SERUM_MESOTHELIN_LOWER_LIMIT	Laboratory procedure mesothelin result lower limit of normal value	Laboratory procedure mesothelin result lower limit of normal value	NUMBER	SAMPLE	1				
SERUM_MESOTHELIN_PRIOR_TX	Laboratory procedure mesothelin prior treatment	Laboratory procedure mesothelin prior treatment	NUMBER	SAMPLE	1				
SERUM_MESOTHELIN_UPPER_LIMIT	Laboratory procedure mesothelin result upper limit of normal value	Laboratory procedure mesothelin result upper limit of normal value	NUMBER	SAMPLE	1				
SERUM_PSA	Serum PSA	Serum PSA.	NUMBER	PATIENT	1				
SETD2_MUTATION	SETD2 Mutation	SETD2 Mutation	STRING	SAMPLE	1				
SETD2_SOMATIC	SETD2 Somatic Mutation	SETD2 Somatic Mutation	STRING	SAMPLE	1				
SEX	Sex	Sex	STRING	PATIENT	1				
SEX_DMT	Sex Reported by DMT	Sex Reported by DMT	STRING	PATIENT	1				
SEX_NAACCR	Sex (NAACCR)	The sex code for the patient; this data element maps to the NAACCR v16 #220.	STRING	PATIENT	1				
SHH_AMPLIFICATION	SHH Amplification	SHH(Sonic-hedgehog) Amplification	STRING	SAMPLE	1				
SHORTEST_DIMENSION	Shortest Dimension	Shortest Dimension	NUMBER	SAMPLE	1				
SHORT_HISTOLOGY	Short Histology	Short Histology	STRING	PATIENT	1				
SIDE_SURGERY	Side Surgery	Side Surgery	STRING	PATIENT	1				
SIEWERT1	Siewert1	Siewert1	NUMBER	PATIENT	1				
SIGCLUST_INTRINSIC_MRNA	SigClust Intrinsic mRNA	SigClust Intrinsic mRNA	STRING	SAMPLE	1				
SIGCLUST_UNSUPERVISED_MRNA	SigClust Unsupervised mRNA	SigClust Unsupervised mRNA	STRING	SAMPLE	1				
SIGNATUREA	SIGNATUREA	SIGNATUREA	STRING	SAMPLE	1				
SIGNATUREB	SIGNATUREB	SIGNATUREB	STRING	SAMPLE	1				
SIGNATUREC	SIGNATUREC	SIGNATUREC	STRING	SAMPLE	1				
SIGNATURED	SIGNATURED	SIGNATURED	STRING	SAMPLE	1				
SIGNATUREE	SIGNATUREE	SIGNATUREE	STRING	SAMPLE	1				
SIGNATUREF	SIGNATUREF	SIGNATUREF	STRING	SAMPLE	1				
SIGNATURE_A	SIGNATURE A	SIGNATURE A	STRING	SAMPLE	1				
SIGNATURE_B	SIGNATURE B	SIGNATURE B	STRING	SAMPLE	1				
SIGNATURE_C	SIGNATURE C	SIGNATURE C	STRING	SAMPLE	1				
SIGNET_RING	Signet Ring	Signet ring.	STRING	PATIENT	1				
SIGNIFICANT_COMORBIDITIES	Significant comorbidities	Significant comorbidities	STRING	PATIENT	1				
SILENT_MUTATION	Silent Mutations	Silent Mutations	STRING	SAMPLE	1				
SILENT_PER_MB	Silent per Mb	Silent per Mb	STRING	SAMPLE	1				
SILENT_RATE	Silent Mutation Rate	Silent Mutation Rate	NUMBER	SAMPLE	1				
SILENT_SNV	Silent Single-Nucleotide Variants	Silent Single-Nucleotide Variants	NUMBER	SAMPLE	1				
SIMPLIFIED_TUMOR_SITE	Simplified Tumor Site	Location of tumor in study (simplified)	STRING	SAMPLE	1				
SINUSOID_INVASION	Sinusoid Invasion	Sinusoid Invasion	STRING	SAMPLE	1				
SITE	Site	Site	STRING	PATIENT	1				
SITES_IN_COLON	Sites In Colon	Sites In Colon	STRING	PATIENT	1				
SITES_OF_METASTATIC_DISEASE	Sites of metastatic disease	Sites of metastatic disease	STRING	SAMPLE	1				
SITE_FIRST_RECURRENCE	Site First Recurrence	Site First Recurrence	STRING	PATIENT	1				
SITE_ID	Site ID	ID defining the site source	STRING	SAMPLE	1				
SITE_OF_DM	Site of DM	Site of DM	STRING	SAMPLE	1				
SITE_OF_INITIAL_RELAPSE	Site of Initial Relapse	Site of initial relapse.	STRING	SAMPLE	1				
SITE_OF_RADIATION_THERAPY	Radiation Therapy Site	Radiation Therapy Site	STRING	SAMPLE	1				
SITE_OF_RECURRENCE	Site of Recurrence	Site of Recurrence	STRING	SAMPLE	1				
SITE_OF_TISSUE_BIOPSY	Site of Tissue Biopsy	Site of Tissue Biopsy	STRING	SAMPLE	1				
SITE_OF_TISSUE_SOURCE	Tissue Source Site	Tissue Source Site	STRING	PATIENT	1				
SITE_OF_TUMOR_TISSUE	Tumor Tissue Site	Tumor Tissue Site	STRING	PATIENT	1				
SITE_SEQUENCED	Site Sequenced	Site Sequenced	STRING	SAMPLE	1				
SITE_SIMPLIFIED	Simplified Tumor Site	Location of tumor in study (simplified)	STRING	PATIENT	1				
SKMEL_ID	SK-MEL Identifier	SK-MEL Identifier	STRING	SAMPLE	1				
SMAD4_STATUS	SMAD4 Status	SMAD4 Status	STRING	SAMPLE	1				
SMALL_EXONIC_SOMATIC_INDELS	Small Exonic Somatic Indels	Small Exonic Somatic Indels	NUMBER	SAMPLE	1				
SMOKER	Smoker	Indicates if person is a smoker.	STRING	PATIENT	1				
SMOKER_YEARS	Years Smoked	Years Smoked	NUMBER	PATIENT	1				
SMOKING	Smoking	Smoking	STRING	PATIENT	1				
SMOKING_AGE_START_YEARS	Smoking Age Start (Years)	Age at which patient began smoking.	NUMBER	PATIENT	1				
SMOKING_HISTORY	Smoking History	Smoking History	STRING	PATIENT	1				
SMOKING_PACK_PER_DAY	Smoking Pack Per Day	Smoking Pack Per Day	NUMBER	PATIENT	1				
SMOKING_PACK_YEARS	Person Cigarette Smoking History Pack Year Value	Numeric computed value to represent lifetime tobacco exposure defined as number of cigarettes smoked per day x number of years smoked divided by 20.	NUMBER	PATIENT	1				
SMOKING_QUESTIONNAIRE	smoking questionnaire	smoking questionnaire	STRING	PATIENT	1				
SMOKING_YEARS_QUIT	Smoking Years Quit	Years since patient quit smoking	NUMBER	PATIENT	1				
SMOKING_YEAR_STARTED	Started Smoking Year	The year in which the participant began smoking.	NUMBER	PATIENT	1				
SMOKING_YEAR_STOPPED	Stopped Smoking Year	The year in which the participant quit smoking.	NUMBER	PATIENT	1				
SMO_MUTATION	SMO Mutation	SMO Mutation	STRING	SAMPLE	1				
SMS	sms	sms	STRING	SAMPLE	1				
SNAPSHOT_MUTATIONS	snapshot mutations	snapshot mutations	STRING	SAMPLE	1				
SNOMED	SNOMED	SNOMED	STRING	PATIENT	1				
SNP	SNP	Single Nucleotide Polymorphism	STRING	SAMPLE	1				
SNP6	SNP6	SNP6	STRING	SAMPLE	1				
SOCIAL_HISTORY	Social History	Social History	STRING	PATIENT	1				
SOMATIC_BRCA_WT_STATUS	Somatic_BRCA_WT_Status	Somatic_BRCA_WT_Status	STRING	SAMPLE	1				
SOMATIC_STATUS	Somatic Status	Somatic Status	STRING	SAMPLE	1				
SOMATOSTATIN_ANALOG_THERAPY	Somatostatin analog therapy	Somatostatin analog therapy	STRING	SAMPLE	1				
SORT_FILE_NUMBER	Sort File Number	Sort File Number	STRING	SAMPLE	1				
SOURCE	Source	Source	STRING	SAMPLE	1				
SOURCE_LAB	Source Lab	Source Lab	STRING	SAMPLE	1				
SOURCE_OF_RECURRENCE_TISSUE	Source of Recurrence Tissue	Source of Recurrence Tissue	STRING	PATIENT	1				
SOURCE_PATHOLOGY	Pathology Source	Pathology Source	STRING	SAMPLE	1				
SOURCE_TYPE	Source Type	Source type defines where the sample is coming from , ex: Blood, bone marrow . etc.	STRING	SAMPLE	1				
SO_COMMENTS	SO comments	Sign-out comments	STRING	SAMPLE	1				
SPECIAL_HISTOLOGY	Special Histology	Special Histology	STRING	PATIENT	1				
SPECIMEN	Specimen	Specimen	STRING	SAMPLE	1				
SPECIMEN_CHEMOTHERAPY_STATUS	Specimen Chemotherapy Status	Specimen Chemotherapy Status	STRING	SAMPLE	1				
SPECIMEN_CODE	Specimen Code	Specimen Code	STRING	SAMPLE	1				
SPECIMEN_COLLECTION_PRE_OR_POST_CHEMO	Specimen Collection Pre or Post Chemo	Specimen Collection Pre or Post Chemo	STRING	SAMPLE	1				
SPECIMEN_CURRENT_WEIGHT	Specimen Current Weight	The weight of the specimen.	STRING	SAMPLE	1				
SPECIMEN_FREEZING_METHOD	Specimen Freezing Means	The method used to freeze the tissue after removal from the patient.	STRING	SAMPLE	1				
SPECIMEN_PRESERVATION_TYPE	Specimen Preservation Type	The method used for preparing the tissue for examination and study.	STRING	SAMPLE	1				
SPECIMEN_REFERENCE_NUMBER	Specimen Reference Number	Specimen Reference Number	STRING	SAMPLE	1				
SPECIMEN_SECOND_LONGEST_DIMENSION	Specimen Second Longest Dimension	The second longest dimension of the specimen.	NUMBER	SAMPLE	1				
SPECIMEN_SITE	Specimen Site	Specimen Site	STRING	SAMPLE	1				
SPECIMEN_TYPE	Specimen Type	The broad cancer phenotype and site information values for a sample to be processed.	STRING	SAMPLE	1				
SPINK1_HIGH	SPINK1 High	SPINK1 High	STRING	SAMPLE	1				
SPLICE_SITE	Splice Site	Splice Site	STRING	SAMPLE	1				
SPLICE_SITE_INSERTION	Splice Site Insertion	Splice Site Insertion	STRING	SAMPLE	1				
SPLICE_SITE_SNP	Splice Site SNP	Splice Site SNP	STRING	SAMPLE	1				
SPOPL_CNA	SPOPL CNA	SPOPL CNA	STRING	SAMPLE	1				
SPOP_MUTATION	SPOP Mutation	SPOP Mutation	STRING	SAMPLE	1				
STAGE	Stage	Stage	STRING	PATIENT	1				
STAGE_AT_DIAGNOSIS	Stage At Diagnosis	Stage At Diagnosis	STRING	SAMPLE	1				
