#Sample Identifier	Patient Identifier	Purity	Ploidy	Genome Doublings	DepMap ID	Name	Site of Finding	Sample Type	Primary Tumor Site	Site Subtype 1	Site Subtype 2	Site Subtype 3	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate
#A unique sample identifier.	Identifier to uniquely specify a patient.	Purity	Ploidy.	Genome Doublings	DepMap ID	Name	Site of Finding	"The type of sample (i.e., normal, primary, met, recurrence)."	Text term to describe the organ sub-division in an individual with cancer.	Site Subtype 1	Site Subtype 2	Site Subtype 3	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate
#STRING	STRING	NUMBER	NUMBER	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER	STRING	STRING	STRING	NUMBER
#1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SAMPLE_ID	PATIENT_ID	PURITY	PLOIDY	GENOME_DOUBLINGS	DEPMAPID	NAME	SITE_OF_FINDING	SAMPLE_TYPE	PRIMARY_SITE	SITE_SUBTYPE1	SITE_SUBTYPE2	SITE_SUBTYPE3	HIST_SUBTYPE1	HIST_SUBTYPE2	HIST_SUBTYPE3	ANNOTATION_SOURCE	CELL_LINE_SOURCE	CHARACTERISTICS	GROWTH_MEDIUM	SUPPLEMENTS	FREEZING_MEDIUM	DOUBLING_TIME_FROM_VENDOR	DOUBLING_TIME	TUMOR_TYPE	TYPE_REFINED	PATHOLOGIST_ANNOTATION	MUTATION_RATE
KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002258	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AML	NA	NA
NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002290	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AML	NA	NA
QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002299	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AML	NA	NA
BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002211	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B-cell_ALL	NA	NA
KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002255	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B-cell_ALL	NA	NA
MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002272	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B-cell_ALL	NA	NA
MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002275	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B-cell_ALL	NA	NA
ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-001639	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B-cell_ALL	NA	NA
SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002308	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B-cell_ALL	NA	NA
U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-001680	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B-cell_ALL	NA	NA
BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002214	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002220	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002221	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-001498	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002253	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002254	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-001638	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-001642	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002062	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002307	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002313	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002314	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AML	NA	NA
VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-001703	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002236	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphoma_Burkitt	NA	NA
JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002252	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphoma_Burkitt	NA	NA
P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002293	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphoma_Burkitt	NA	NA
RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002300	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphoma_Burkitt	NA	NA
RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002302	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CML	NA	NA
MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002270	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	other	NA	NA
HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002242	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002274	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002339	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002245	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	other	NA	NA
KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002262	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AML	NA	NA
ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002209	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002216	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002238	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002241	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002256	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002267	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002059	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002058	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T-cell_ALL	NA	NA
H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002240	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002316	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-001709	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002317	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002210	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	other	NA	NA
IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	NA	ACH-002247	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	other	NA	NA
CS1_BONE	CS1_BONE	NA	NA	NA	ACH-002099	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chondrosarcoma	NA	NA
CHSA8926_BONE	CHSA8926_BONE	NA	NA	NA	ACH-002094	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chondrosarcoma	NA	NA
ES1_BONE	ES1_BONE	NA	NA	NA	ACH-002103	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
ES3_BONE	ES3_BONE	NA	NA	NA	ACH-002104	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
ES4_BONE	ES4_BONE	NA	NA	NA	ACH-002105	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
ES5_BONE	ES5_BONE	NA	NA	NA	ACH-002106	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
ES7_BONE	ES7_BONE	NA	NA	NA	ACH-002108	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
ES8_BONE	ES8_BONE	NA	NA	NA	ACH-002109	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
EW1_BONE	EW1_BONE	NA	NA	NA	ACH-002110	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
EW11_BONE	EW11_BONE	NA	NA	NA	ACH-002111	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
EW12_BONE	EW12_BONE	NA	NA	NA	ACH-002112	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
EW13_BONE	EW13_BONE	NA	NA	NA	ACH-002113	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
EW16_BONE	EW16_BONE	NA	NA	NA	ACH-002114	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
EW18_BONE	EW18_BONE	NA	NA	NA	ACH-002115	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
EW22_BONE	EW22_BONE	NA	NA	NA	ACH-002116	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
EW24_BONE	EW24_BONE	NA	NA	NA	ACH-002117	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
EW3_BONE	EW3_BONE	NA	NA	NA	ACH-002118	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
EW7_BONE	EW7_BONE	NA	NA	NA	ACH-002119	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ewings_sarcoma	NA	NA
CAL72_BONE	CAL72_BONE	NA	NA	NA	ACH-001715	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	osteosarcoma	NA	NA
HUO3N1_BONE	HUO3N1_BONE	NA	NA	NA	ACH-002142	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	osteosarcoma	NA	NA
HUO9_BONE	HUO9_BONE	NA	NA	NA	ACH-001526	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	osteosarcoma	NA	NA
NOS1_BONE	NOS1_BONE	NA	NA	NA	ACH-002067	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	osteosarcoma	NA	NA
NY_BONE	NY_BONE	NA	NA	NA	ACH-002178	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	osteosarcoma	NA	NA
COLO824_BREAST	COLO824_BREAST	NA	NA	NA	ACH-001820	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	breast	NA	NA
MDAMB330_BREAST	MDAMB330_BREAST	NA	NA	NA	ACH-001358	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	breast	NA	NA
MFM223_BREAST	MFM223_BREAST	NA	NA	NA	ACH-001819	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	breast	NA	NA
MRKNU1_BREAST	MRKNU1_BREAST	NA	NA	NA	ACH-002163	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	breast	NA	NA
OCUBM_BREAST	OCUBM_BREAST	NA	NA	NA	ACH-002179	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	breast	NA	NA
EGI1_BILIARY_TRACT	EGI1_BILIARY_TRACT	NA	NA	NA	ACH-001494	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bile_duct	NA	NA
ETK1_BILIARY_TRACT	ETK1_BILIARY_TRACT	NA	NA	NA	ACH-002237	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bile_duct	NA	NA
TGBC1TKB_BILIARY_TRACT	TGBC1TKB_BILIARY_TRACT	NA	NA	NA	ACH-001861	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bile_duct	NA	NA
TGBC24TKB_BILIARY_TRACT	TGBC24TKB_BILIARY_TRACT	NA	NA	NA	ACH-002312	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bile_duct	NA	NA
CAR1_LARGE_INTESTINE	CAR1_LARGE_INTESTINE	NA	NA	NA	ACH-002345	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	colorectal	NA	NA
GP5D_LARGE_INTESTINE	GP5D_LARGE_INTESTINE	NA	NA	NA	ACH-001345	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	colorectal	NA	NA
HCC2998_LARGE_INTESTINE	HCC2998_LARGE_INTESTINE	NA	NA	NA	ACH-001081	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	colorectal	NA	NA
NCIH630_LARGE_INTESTINE	NCIH630_LARGE_INTESTINE	NA	NA	NA	ACH-002287	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	colorectal	NA	NA
GT3TKB_STOMACH	GT3TKB_STOMACH	NA	NA	NA	ACH-002122	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA
HSC39_STOMACH	HSC39_STOMACH	NA	NA	NA	ACH-002141	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stomach	NA	NA
MKN28_STOMACH	MKN28_STOMACH	NA	NA	NA	ACH-002161	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stomach	NA	NA
RF48_STOMACH	RF48_STOMACH	NA	NA	NA	ACH-002301	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stomach	NA	NA
SCH_STOMACH	SCH_STOMACH	NA	NA	NA	ACH-002198	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stomach	NA	NA
SKGT2_STOMACH	SKGT2_STOMACH	NA	NA	NA	ACH-001653	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stomach	NA	NA
SW13_ADRENAL_CORTEX	SW13_ADRENAL_CORTEX	NA	NA	NA	ACH-001401	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BB65RCC_KIDNEY	BB65RCC_KIDNEY	NA	NA	NA	ACH-002090	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	NA
HA7RCC_KIDNEY	HA7RCC_KIDNEY	NA	NA	NA	ACH-002139	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	NA
LB1047RCC_KIDNEY	LB1047RCC_KIDNEY	NA	NA	NA	ACH-002150	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	NA
LB2241RCC_KIDNEY	LB2241RCC_KIDNEY	NA	NA	NA	ACH-002151	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	NA
LB996RCC_KIDNEY	LB996RCC_KIDNEY	NA	NA	NA	ACH-002155	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	NA
NCC010_KIDNEY	NCC010_KIDNEY	NA	NA	NA	ACH-002167	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	NA
NCC021_KIDNEY	NCC021_KIDNEY	NA	NA	NA	ACH-002168	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	NA
RCCAB_KIDNEY	RCCAB_KIDNEY	NA	NA	NA	ACH-002187	NA	NA	Na	Na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	NA
